0.0516	0.018	0.0114	0.08595	0.2132	0.0128	0.13655	0.01215	0.1558	0.01145
0.032	0.01175	0.00765	0.0468	0.06565	0.01315	0.0486	0.0109	0.066	0.0084
0.03575	0.01695	0.01025	0.04715	0.06155	0.01655	0.04895	0.01725	0.06225	0.00995
0.0415	0.01965	0.00955	0.05165	0.06065	0.02055	0.04645	0.0178	0.06315	0.01245
0.04545	0.02045	0.0142	0.05195	0.0555	0.02535	0.0492	0.0213	0.0614	0.01535
0.0435	0.02625	0.0171	0.0536	0.0534	0.0307	0.04885	0.02545	0.0568	0.01685
0.04645	0.0263	0.01825	0.05255	0.0481	0.03415	0.0467	0.0286	0.05385	0.0209
0.0469	0.02925	0.0195	0.05355	0.04445	0.035	0.0449	0.03335	0.05125	0.0216
0.04805	0.03015	0.02125	0.0492	0.043	0.0377	0.04165	0.03385	0.0474	0.02305
0.04745	0.0309	0.0227	0.04695	0.03835	0.0413	0.04105	0.0355	0.04235	0.0254
0.04675	0.0328	0.02375	0.04465	0.03405	0.04095	0.0378	0.03765	0.03895	0.02685
0.0476	0.03555	0.02325	0.04045	0.0316	0.04645	0.03625	0.04125	0.03445	0.02885
0.04005	0.03585	0.0242	0.03725	0.0288	0.04555	0.03195	0.0401	0.0345	0.0304
0.04065	0.03605	0.02735	0.03435	0.0253	0.0417	0.03045	0.03755	0.03065	0.02945
0.03855	0.0349	0.02615	0.03635	0.0252	0.0426	0.0295	0.04105	0.02305	0.03145
0.03535	0.0321	0.02695	0.0298	0.0201	0.04415	0.026	0.04155	0.0237	0.0294
0.0319	0.0341	0.02855	0.02525	0.01765	0.04	0.0238	0.04245	0.0215	0.03165
0.03035	0.03555	0.02575	0.0244	0.01675	0.0409	0.02135	0.0388	0.0177	0.03175
0.02755	0.0334	0.0306	0.02225	0.013	0.0377	0.02145	0.0364	0.01635	0.0319
0.0248	0.03095	0.0277	0.02055	0.0133	0.0349	0.01885	0.0349	0.0146	0.03195
0.0222	0.03055	0.0298	0.0177	0.0128	0.03525	0.01875	0.03095	0.0121	0.02825
0.0192	0.0305	0.0267	0.0165	0.00885	0.0323	0.01725	0.0318	0.01105	0.03055
0.0197	0.0275	0.0275	0.0163	0.00875	0.02945	0.01645	0.03045	0.00885	0.02945
0.01695	0.02755	0.02645	0.01175	0.00765	0.0264	0.0131	0.02875	0.00805	0.02885
0.01595	0.02525	0.02695	0.01235	0.00805	0.0214	0.01045	0.02715	0.00695	0.0259
0.0121	0.02255	0.0265	0.008	0.00515	0.02095	0.01055	0.0221	0.0058	0.0248
0.01165	0.02205	0.026	0.0081	0.0054	0.01865	0.00895	0.0226	0.00595	0.0262
0.01015	0.0233	0.02525	0.00775	0.00485	0.017	0.0088	0.0191	0.0041	0.02305
0.0095	0.02065	0.0235	0.0068	0.00385	0.0138	0.00735	0.0182	0.00265	0.02365
0.00835	0.01855	0.02015	0.0067	0.00405	0.0144	0.00635	0.0162	0.0032	0.0213
0.0066	0.01655	0.02195	0.00495	0.00325	0.013	0.0059	0.0142	0.0028	0.0212
0.00585	0.01555	0.02105	0.0052	0.00275	0.0099	0.00565	0.01245	0.0019	0.01875
0.0054	0.0143	0.01825	0.0035	0.00235	0.0086	0.0048	0.01195	0.00145	0.01685
0.00405	0.0139	0.01775	0.00315	0.002	0.00805	0.0043	0.0108	0.00125	0.01815
0.0047	0.0141	0.016	0.0022	0.00115	0.00645	0.0039	0.00955	0.0015	0.01585
0.0038	0.0104	0.01625	0.00215	0.00165	0.0062	0.0029	0.00865	0.001	0.0145
0.00325	0.01045	0.01565	0.0018	0.0013	0.00545	0.00295	0.00705	0.00095	0.01505
0.00235	0.00875	0.015	0.0018	0.0007	0.0047	0.00235	0.00575	0.00035	0.01315
0.0024	0.00715	0.01385	0.0016	0.00105	0.00405	0.00275	0.0049	0.00095	0.013
0.00185	0.00815	0.0139	0.0018	0.00045	0.0039	0.00205	0.00535	0.00055	0.00995
0.0022	0.0066	0.01145	0.0009	0.00085	0.0029	0.00205	0.00395	0.00075	0.01085
0.0015	0.0063	0.01115	0.0006	0.00045	0.00245	0.0014	0.00485	0.00025	0.01045
0.0011	0.0053	0.011	0.00065	0.00055	0.00245	0.0012	0.0031	0.0003	0.0078
0.00055	0.0049	0.01005	0.0004	5.0e-5	0.0021	0.00105	0.00245	0.0003	0.0075
0.00165	0.00465	0.0092	0.00055	0.0002	0.0012	0.0014	0.0026	0.00025	0.00855
0.0008	0.0036	0.00825	0.0005	0.0006	0.00135	0.0007	0.00215	0.0001	0.00745
0.00035	0.00275	0.0084	0.00025	0.0002	0.00075	0.0007	0.0023	0.0002	0.00695
0.0006	0.0031	0.0067	0.0004	0.0002	0.00085	0.00095	0.00205	5.0e-5	0.0057
0.00065	0.00325	0.00685	0.00015	0.00045	0.00065	0.00085	0.0019	0.0002	0.0054
0.00045	0.00265	0.00525	0.00025	0.00015	0.00045	0.00035	0.0018	5.0e-5	0.00405
0.0003	0.00285	0.00635	5.0e-5	0.0	0.0005	0.00045	0.00115	0.0001	0.0042
0.00035	0.0018	0.00625	0.0	0.00015	0.0004	0.0001	0.0007	5.0e-5	0.0034
0.0001	0.0014	0.00505	5.0e-5	0.0	0.0002	0.0004	0.0007	0.0	0.0031
0.0003	0.0016	0.0045	5.0e-5	0.0001	0.0004	0.0002	0.0006	0.0001	0.0028
0.00015	0.0015	0.00395	5.0e-5	0.00015	0.00025	0.0003	0.00045	0.0	0.00255
0.0001	0.0009	0.00395	0.0	0.0001	0.0003	0.00045	0.0004	0.0	0.0027
5.0e-5	0.00115	0.0048	0.0001	0.0	0.0001	0.00015	0.00065	0.0	0.0017
0.0002	0.0006	0.00355	5.0e-5	0.0	0.0001	0.0002	0.0003	0.0001	0.002
5.0e-5	0.0009	0.00275	5.0e-5	0.0	0.00015	0.00015	0.0004	0.0	0.0023
0.00015	0.00055	0.0024	0.0	0.0	0.0001	0.00025	0.0003	0.0	0.00145
0.0	0.00065	0.00265	0.0	5.0e-5	0.0	5.0e-5	0.00055	0.0	0.0015
5.0e-5	0.00065	0.00205	5.0e-5	5.0e-5	5.0e-5	0.00015	0.00015	0.0	0.0014
0.0	0.0003	0.0016	0.0	5.0e-5	5.0e-5	0.0001	0.0001	0.0	0.001
5.0e-5	0.00035	0.00195	0.0	0.0	0.0	5.0e-5	0.00015	0.0	0.00095
0.0	0.00045	0.00195	5.0e-5	0.0	0.0	0.0001	5.0e-5	0.0	0.00065
0.0	0.0004	0.002	0.0	0.0	5.0e-5	0.0	5.0e-5	5.0e-5	0.0007
0.0	0.0002	0.00095	0.0	0.0	5.0e-5	5.0e-5	0.0	0.0	0.0008
5.0e-5	0.0003	0.00095	5.0e-5	0.0	0.0	0.0001	0.0001	0.0	0.00045
0.0	0.0004	0.0008	5.0e-5	0.0	5.0e-5	0.0	0.0	0.0	0.0005
0.0	0.0002	0.00095	0.0	0.0	0.0	0.0001	5.0e-5	0.0	0.0005
0.0	0.0001	0.001	0.0	0.0	0.0	5.0e-5	0.0	0.0	0.0005
0.0	0.00015	0.0012	0.0	0.0	0.0	0.0	0.0001	0.0	0.0003
0.0	0.0001	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.00045
5.0e-5	5.0e-5	0.0003	0.0	0.0	5.0e-5	5.0e-5	0.0001	0.0	0.00035
0.0	0.0001	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.00025
0.0	0.0001	0.00035	0.0	0.0	0.0	0.0	0.0	5.0e-5	0.0001
0.0	0.0003	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0001
0.0	0.0001	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.00015
0.0	5.0e-5	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0001
0.0	0.0	0.0003	0.0	0.0	0.0	5.0e-5	0.0	0.0	0.0001
0.0	5.0e-5	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.00015
0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0001
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0001
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.0e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0e-5
